zip_code,year,quarter,sector,place_name,latitude,longitude,opportunity_score,consumption_kwh,price_cents_per_kwh,total_cost_usd,estimated_annual_cost_usd,consumption_intensity,solar_ghi_kwh_m2_day,solar_dni_kwh_m2_day,solar_tilt_kwh_m2_day,installations_count,installed_capacity_kw,avg_installation_size_kw,cumulative_installations,cumulative_capacity_kw,adoption_rate,installation_growth_qoq,co2_emissions_factor,potential_co2_reduction_tons
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.040000915527344,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,3,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,32.040000915527344,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.940000534057617,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,24.389999389648438,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.920000076293945,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.940000534057617,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.940000534057617,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,24.389999389648438,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,24.389999389648438,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.920000076293945,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,c,san diego,32.6834,-117.1219,0.9456634961212844,0.0,26.920000076293945,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.599998474121094,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
92136,2025,4,r,san diego,32.6834,-117.1219,0.9456634961212844,0.0,33.599998474121094,0.0,0.0,0.0,5.18,5.44,5.92,0,0.0,,0,0.0,0.0,,,
